DISTANCE	RL	AIR	ADR	IR	DR	AVG_GAP_SIZE	MSA_LEN	MSA_MAX_LEN	MSA_MIN_LEN	TOT_NUM_GAPS	NUM_GAPS_LEN_ONE	NUM_GAPS_LEN_TWO	NUM_GAPS_LEN_THREE	NUM_GAPS_LEN_AT_LEAST_FOUR	AVG_UNIQUE_GAP_SIZE	TOT_NUM_UNIQE_GAPS	NUM_GAPS_LEN_ONE_POS_1_GAPS	NUM_GAPS_LEN_ONE_POS_2_GAPS	NUM_GAPS_LEN_ONE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_TWO_POS_1_GAPS	NUM_GAPS_LEN_TWO_POS_2_GAPS	NUM_GAPS_LEN_TWO_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_THREE_POS_1_GAPS	NUM_GAPS_LEN_THREE_POS_2_GAPS	NUM_GAPS_LEN_THREE_POS_N_MINUS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_1_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_2_GAPS	NUM_GAPS_LEN_AT_LEAST_FOUR_POS_N_MINUS_1_GAPS	MSA_POSITION_WITH_0_GAPS	MSA_POSITION_WITH_1_GAPS	MSA_POSITION_WITH_2_GAPS	MSA_POSITION_WITH_N_MINUS_1_GAPS
input_msa						13.75	140	99	75	20	4	2	0	14	15.0	7	0	0	1	0	1	0	0	0	0	2	0	3	42	33	9	56
input_msa						5.94444	126	118	72	18	6	2	2	8	7.0	13	2	2	0	2	0	0	0	1	0	4	2	0	57	40	23	3
input_msa						4.58824	99	91	72	17	5	3	0	9	5.22222	9	1	0	1	0	0	0	0	0	0	5	0	1	59	24	5	11
input_msa						19.9412	130	128	45	17	0	1	5	11	15.0	6	0	0	0	1	0	0	1	0	1	0	0	2	40	5	0	79
input_msa						11.9	117	102	88	10	0	0	0	10	11.0	4	0	0	0	0	0	0	0	0	0	2	0	2	73	19	0	25
input_msa						19.5	81	81	42	2	0	0	0	2	19.5	2	0	0	0	0	0	0	0	0	0	2	0	0	42	39	0	0
input_msa						19.5588	315	253	130	34	8	0	3	23	20.2273	22	3	1	0	0	0	0	1	1	0	10	3	1	58	71	20	56
input_msa						11.5926	186	152	80	27	8	1	0	18	13.0625	16	2	3	0	1	0	0	0	0	0	6	1	1	64	32	35	46
input_msa						3.66667	96	92	80	18	4	10	0	4	3.75	8	1	0	0	2	0	2	0	0	0	1	0	0	72	8	0	10
input_msa						13.8333	135	127	87	12	3	0	1	8	17.0	5	0	0	0	0	0	0	1	0	0	1	0	1	80	18	0	37
input_msa						5.625	65	64	53	8	3	1	0	4	4.33333	3	0	0	0	1	0	0	0	0	0	0	0	1	52	2	0	10
input_msa						13.1429	110	97	67	14	1	4	0	9	14.0	6	1	0	0	0	0	1	0	0	0	2	0	1	54	13	0	42
input_msa						4.3913	118	107	68	23	7	3	0	13	5.91667	12	0	2	0	1	1	0	0	0	0	5	0	2	56	44	7	10
input_msa						0.0	78	78	78	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0
input_msa						3.5	110	107	89	12	3	5	0	4	5.0	6	0	0	0	1	0	1	0	0	0	2	1	0	81	22	4	3
input_msa						6.8	101	94	67	15	2	3	1	9	5.85714	7	2	0	0	0	0	0	1	0	0	1	0	2	64	12	4	19
input_msa						4.45	94	89	71	20	8	1	1	10	4.0	7	0	0	2	1	0	0	1	0	0	0	1	2	68	3	2	19
input_msa						13.28	146	132	57	25	8	0	4	13	16.25	8	0	0	2	0	0	0	0	0	1	2	0	2	57	0	0	65
input_msa						8.12121	159	120	90	33	7	1	2	23	7.52632	19	3	0	1	1	0	0	2	0	0	6	2	1	72	16	6	45
input_msa						7.74074	148	109	98	27	12	3	1	11	8.46667	15	1	2	1	1	1	0	1	0	0	5	1	1	59	43	7	35
input_msa						3.83333	94	94	74	6	4	0	0	2	5.25	4	1	0	0	0	0	0	0	0	0	2	0	0	73	20	0	0
input_msa						7.5	82	80	59	12	4	1	0	7	6.25	4	0	0	1	1	0	0	0	0	0	0	0	1	59	0	0	21
input_msa						9.28571	142	130	90	14	3	0	0	11	11.8571	7	0	0	0	0	0	0	0	0	0	4	0	1	66	52	6	12
input_msa						2.86842	128	113	97	38	19	1	8	10	3.66667	15	0	1	2	1	0	0	0	0	2	4	1	1	77	28	5	17
input_msa						21.5238	185	179	66	21	2	0	0	19	20.5556	9	0	1	0	0	0	0	0	0	0	2	3	2	50	17	11	92
input_msa						15.0	160	160	61	24	5	1	1	17	13.0	10	1	0	1	1	0	0	1	0	0	2	0	3	61	3	0	69
input_msa						18.0625	369	259	127	48	6	6	3	33	17.8889	27	1	1	0	2	2	0	1	1	0	10	3	2	65	55	55	120
input_msa						3.57143	125	113	75	35	15	5	5	10	5.06667	15	1	1	3	0	1	0	1	0	1	4	1	1	62	36	4	12
input_msa						8.4375	107	81	79	16	1	2	4	9	9.16667	6	1	0	0	0	1	0	0	0	1	1	0	2	54	25	1	27
input_msa						0.0	82	82	82	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0
input_msa						7.61538	142	137	85	13	3	0	1	9	8.25	8	1	1	0	0	0	0	1	0	0	3	1	1	77	40	20	4
